,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
8307,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,3043,CTS
8308,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,42676,CTS/MoI
8309,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,49844,CTS
8310,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1638,Computed/CTS
8311,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,5487,CTS
8312,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,12,CTS
8313,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,47,CTS
8314,GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,3097,CTS
8315,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,43,CTS
8316,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1018,CTS
8317,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1083,CTS
8318,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,393,CTS
8319,IDN,Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,4741,CTS
8320,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1880,CTS
8321,ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,57,CTS
8322,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,6501,CTS
8323,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,753,CTS
8324,JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,904,CTS
8325,JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,4283,MoI/CTS
8326,KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,306,CTS
8327,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,17,CTS
8328,LBN,Lebanon,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,9,CTS
8329,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,53,CTS
8330,LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,79,CTS
8331,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,173,CTS
8332,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,102,CTS
8333,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,4194,CTS
8334,MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,38570,CTS
8335,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,106,CTS
8336,MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,24,CTS
8337,MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,8,CTS
8338,MYS,Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,506,CTS
8339,NAM,Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,5,CTS
8340,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,2265,CTS
8341,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,2799,CTS
8342,OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,111,CTS
8343,PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,6,PPR/CTS
8344,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,12623,CTS
8345,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,353,CTS
8346,PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,2322,CTS
8347,PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,242,CTS
8348,QAT,Qatar,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,114,MoI
8349,ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,395,CTS
8350,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1372,CTS
8351,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,546,CTS
8352,SUR,Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,107,CTS
8353,SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,72,CTS
8354,SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,64,CTS
8355,SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,12636,CTS
8356,SWZ,Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,104,CTS
8357,THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,1046,CTS
8358,TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,9049,CTS
8359,URY,Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,813,CTS
8360,UZB,Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,180,CTS
8361,VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,0,CTS
8362,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,98,CTS/NGO
8363,XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,73,CTS
8364,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,112,CTS
8365,ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,197,CTS
8366,ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,32260,CTS
8367,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,36,CTS
8368,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,2568,CTS
8369,BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,471,CTS
8370,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,10,CTS
8371,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,124,CTS
8372,BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,60,CTS/MoI
8373,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,3046,CTS
8374,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,80,CTS
8375,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,35965,CTS
8376,CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,752,CTS
8377,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,18740,CTS
8378,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,5521,CTS
8379,CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,0,CTS
8380,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,90,CTS
8381,DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,37132,CTS
8382,DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,77,CTS
8383,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,3465,CTS
8384,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,2422,CTS/NGO
8385,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,1092,CTS
8386,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,10246,CTS
8387,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,12775,CTS
8388,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,144,CTS
8389,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,3285,CTS
8390,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,47477,CTS/MoI
8391,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,75023,CTS
8392,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,1802,Computed/CTS
8393,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,5400,CTS
8394,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,19,CTS
8395,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,28,CTS
8396,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,63,CTS
8397,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,953,CTS
8398,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,1103,CTS
8399,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,333,CTS
8400,IDN,Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,2893,CTS
8401,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,2073,CTS
8402,ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,82,CTS
8403,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,6401,CTS
8404,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,796,CTS
8405,JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,991,CTS
8406,JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,4708,MoI/CTS
8407,KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,372,CTS
8408,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,32,CTS
8409,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,46,CTS
8410,LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,74,CTS
8411,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,170,CTS
8412,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,122,CTS
8413,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,4802,CTS
8414,MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2022,Counts,49025,CTS
