country,region,subregion,indicator,dimension,category,sex,year,unit_of_measurement,value,source,porcentaje
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",8.120709707,CTS,0.0081
Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.088039813,CTS,0.0001
Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",8.527851198,CTS,0.0085
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.046572313,CTS/PPR,0.0
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",2.564198339,CTS,0.0026
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",2.466452364,CTS,0.0025
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.075543593,CTS,0.0001
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",4.163842625,CTS,0.0042
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",1.471039123,CTS,0.0015
Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.250656981,CTS,0.0003
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.143022163,CTS,0.0001
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.054362562,CTS,0.0001
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.952960234,CTS,0.001
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.141667072,CTS,0.0001
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.002798155,CTS,0.0
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.822142423,CTS/DMDB,0.0008
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.116649126,CTS,0.0001
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.101411844,CTS,0.0001
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",9.557259934,CTS/NGO,0.0096
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2020,"Rate per 100,000 population",0.897827795,CTS,0.0009
Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.140119312,CTS,0.0001
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.505582669,CTS,0.0015
Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.245158777,CTS,0.0002
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.747611761,CTS,0.0017
Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.033624439,CTS,0.0
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.087268564,CTS,0.0001
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.002052319,CTS,0.001
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.71608375,CTS,0.0017
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.428011127,CTS,0.0004
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.999922506,CTS/MoI,0.001
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.198684181,CTS,0.0002
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.422477636,CTS,0.0014
Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",9.414228464,CTS,0.0094
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.057528085,CTS,0.0001
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.810889293,CTS,0.0018
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.615336093,CTS,0.0006
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.271635949,CTS,0.0003
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.241121117,CTS,0.0002
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.019028136,CTS,0.0
Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",6.068921827,CTS,0.0061
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",5.523908165,CTS,0.0055
Algeria,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.540993634,CTS,0.0005
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",4.523046947,CTS,0.0045
Spain,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.20426671,CTS,0.0002
Estonia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
Finland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.03612722,CTS,0.0
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",9.572541796,CTS,0.0096
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",6.095106785,CTS,0.0061
United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",4.744612128,CTS,0.0047
Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.359394172,CTS,0.0004
Greece,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.593564705,CTS,0.0006
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.800750366,CTS,0.0008
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.026685955,CTS,0.0
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.330792522,CTS,0.0003
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.073889151,CTS,0.0001
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.041195553,CTS,0.0
Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.075250264,CTS,0.0001
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",2.005404163,CTS,0.002
Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.15360671,CTS,0.0012
Israel,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",6.404451926,CTS,0.0064
Italy,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.199188627,CTS,0.0002
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.565831888,CTS,0.0006
Jordan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.45313922,CTS,0.0015
Japan,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.312167642,CTS/MoI,0.0003
Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.109422372,CTS,0.0001
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",4.201106992,CTS,0.0042
Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.086822071,CTS,0.0001
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",5.566332594,CTS,0.0056
Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.035885369,CTS,0.0
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",5.787390059,CTS,0.0058
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.320184597,CTS,0.0003
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.448353455,CTS,0.0014
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.621916374,CTS,0.0006
North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.380349256,CTS,0.0004
Malta,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.318543111,CTS,0.0003
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.059741029,CTS,0.0001
Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.77070863,CTS,0.0018
Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",2.727109963,CTS,0.0027
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",2.599748047,CTS,0.0026
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",7.953638088,CTS,0.008
Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.066364766,CTS,0.0001
Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",11.3438893,CTS,0.0113
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.160872684,CTS/PPR,0.0002
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",3.17954914,CTS,0.0032
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",2.225439337,CTS,0.0022
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.23867064,CTS,0.0002
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",2.493477997,CTS,0.0025
Qatar,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.260393902,CTS/MoI,0.0003
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.774576068,CTS,0.0018
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.158373993,CTS,0.0002
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.191865742,CTS,0.0002
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",1.009614837,CTS,0.001
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.18873177,CTS,0.0002
Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",4.52917164,CTS,0.0045
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.012569639,CTS,0.0
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.437795147,CTS,0.0004
United States of America,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",16.81066689,CTS,0.0168
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",0.161378115,CTS,0.0002
Holy See,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,2021,"Rate per 100,000 population",,CTS,
